id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19633,49,technician,divorced,tertiary,yes,-938,no,yes,cellular,18,nov,84,1,-1,0,unknown,0
19634,45,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,631,1,182,7,success,1
19635,31,technician,single,tertiary,no,-564,yes,no,cellular,15,may,76,1,-1,0,unknown,0
19636,29,services,single,secondary,no,-220,yes,no,unknown,30,may,123,2,-1,0,unknown,0
19637,56,management,married,tertiary,no,1493,no,no,unknown,20,jun,76,12,-1,0,unknown,0
19638,36,management,married,tertiary,no,255,no,no,cellular,4,aug,562,2,92,2,success,1
19639,33,technician,married,secondary,no,2533,yes,no,cellular,21,aug,158,1,-1,0,unknown,0
19640,39,blue-collar,married,secondary,no,-8,yes,no,unknown,8,may,193,2,-1,0,unknown,0
19641,36,management,divorced,tertiary,no,2452,yes,no,cellular,18,jul,93,5,-1,0,unknown,0
19642,51,admin.,married,secondary,no,557,yes,no,cellular,17,nov,101,1,-1,0,unknown,0
19643,31,unemployed,single,tertiary,no,687,no,no,cellular,4,feb,542,2,-1,0,unknown,0
19644,32,management,married,tertiary,no,745,no,yes,cellular,27,aug,115,6,-1,0,unknown,0
19645,29,blue-collar,married,primary,no,944,yes,no,unknown,26,jun,29,1,-1,0,unknown,0
19646,50,technician,married,secondary,no,1781,yes,no,unknown,3,jun,161,1,-1,0,unknown,0
19647,41,management,single,tertiary,no,381,yes,no,unknown,30,may,1408,2,-1,0,unknown,1
19648,40,unemployed,divorced,secondary,no,728,yes,no,unknown,19,may,164,1,-1,0,unknown,0
19649,41,technician,single,tertiary,no,2235,no,no,unknown,19,jun,144,1,-1,0,unknown,0
19650,48,blue-collar,divorced,primary,no,779,yes,no,unknown,15,may,98,1,-1,0,unknown,0
19651,52,blue-collar,married,primary,no,1053,no,no,unknown,5,jun,469,1,-1,0,unknown,0
19652,32,technician,single,tertiary,no,17,no,no,cellular,28,aug,77,6,-1,0,unknown,0
19653,33,technician,single,secondary,no,0,no,no,cellular,27,aug,156,20,-1,0,unknown,0
19654,50,management,single,tertiary,no,705,yes,no,unknown,3,jun,211,2,-1,0,unknown,0
19655,33,technician,single,tertiary,no,576,yes,no,cellular,16,jul,473,1,-1,0,unknown,0
19656,44,blue-collar,married,secondary,no,-7,yes,no,unknown,8,may,184,1,-1,0,unknown,0
19657,30,technician,married,secondary,no,2666,yes,no,cellular,29,jan,90,2,-1,0,unknown,0
19658,33,blue-collar,single,secondary,no,28,no,no,cellular,4,feb,502,2,-1,0,unknown,0
19659,41,technician,single,secondary,no,6,no,no,cellular,28,aug,36,9,-1,0,unknown,0
19660,38,admin.,married,secondary,no,712,yes,no,unknown,20,may,136,1,-1,0,unknown,0
19661,39,blue-collar,divorced,secondary,no,3231,yes,no,unknown,18,jun,169,2,-1,0,unknown,0
19662,50,services,married,secondary,no,5349,no,no,unknown,20,jun,9,6,-1,0,unknown,0
19663,51,management,married,tertiary,no,2631,no,no,cellular,29,jul,1014,2,-1,0,unknown,1
19664,26,management,single,tertiary,no,1270,yes,no,cellular,15,may,377,1,-1,0,unknown,0
19665,51,admin.,married,secondary,no,-1,no,no,cellular,14,aug,97,4,-1,0,unknown,0
19666,30,management,single,tertiary,no,676,no,no,cellular,12,aug,112,3,-1,0,unknown,0
19667,32,management,single,tertiary,no,2383,yes,no,cellular,9,jul,571,5,-1,0,unknown,1
19668,41,blue-collar,married,secondary,no,-441,yes,no,cellular,5,may,203,1,-1,0,unknown,0
19669,50,technician,divorced,tertiary,no,0,no,yes,cellular,29,jul,82,2,-1,0,unknown,0
19670,33,management,single,tertiary,no,0,no,no,cellular,20,nov,93,1,-1,0,unknown,0
19671,52,blue-collar,married,primary,no,1694,yes,no,unknown,16,may,397,1,-1,0,unknown,0
19672,25,management,single,tertiary,no,985,no,no,cellular,29,jun,126,2,93,1,failure,1
19673,60,retired,married,secondary,no,901,no,no,cellular,13,aug,136,1,-1,0,unknown,0
19674,33,self-employed,married,tertiary,no,7,no,no,cellular,12,nov,1441,3,-1,0,unknown,1
19675,47,housemaid,married,secondary,no,3923,yes,no,unknown,13,may,835,1,-1,0,unknown,1
19676,47,management,married,tertiary,no,2227,yes,no,cellular,25,jul,604,5,-1,0,unknown,0
19677,30,technician,single,secondary,no,592,yes,no,cellular,18,may,10,1,-1,0,unknown,0
19678,30,blue-collar,married,secondary,no,5,yes,yes,cellular,8,jul,89,2,-1,0,unknown,0
19679,35,admin.,married,secondary,no,723,yes,no,cellular,11,may,158,1,-1,0,unknown,0
19680,25,technician,single,secondary,no,50,no,no,cellular,6,may,5,1,-1,0,unknown,0
19681,37,services,single,secondary,no,36,no,no,cellular,17,nov,82,1,-1,0,unknown,0
19682,31,blue-collar,married,primary,no,3,yes,no,cellular,13,may,200,3,-1,0,unknown,0
19683,29,blue-collar,married,secondary,no,-230,yes,no,cellular,28,jul,194,2,-1,0,unknown,0
19684,36,blue-collar,married,primary,no,-204,yes,no,unknown,29,may,98,4,-1,0,unknown,0
19685,39,blue-collar,married,primary,no,2144,yes,no,unknown,19,may,466,2,-1,0,unknown,0
19686,34,management,single,tertiary,no,4389,no,no,cellular,28,aug,96,2,-1,0,unknown,0
19687,48,management,married,tertiary,no,28,no,no,cellular,26,aug,97,2,-1,0,unknown,0
19688,41,technician,married,tertiary,no,24,yes,yes,cellular,11,may,1455,2,-1,0,unknown,1
19689,38,technician,single,tertiary,no,-1455,yes,no,unknown,3,jun,88,4,-1,0,unknown,0
19690,34,blue-collar,single,primary,no,0,no,no,cellular,28,jul,81,3,-1,0,unknown,0
19691,39,blue-collar,married,secondary,no,528,yes,no,cellular,19,nov,108,1,177,1,failure,0
19692,40,management,married,unknown,no,2381,no,no,cellular,15,sep,439,2,186,7,success,1
19693,33,unemployed,single,secondary,no,-17,yes,no,unknown,7,may,189,4,-1,0,unknown,0
19694,30,management,single,tertiary,no,7687,no,no,cellular,16,sep,215,1,-1,0,unknown,1
19695,40,blue-collar,married,secondary,no,7,yes,no,unknown,15,may,90,6,-1,0,unknown,0
19696,57,retired,married,secondary,no,38,yes,no,cellular,11,may,81,1,-1,0,unknown,0
19697,34,technician,single,secondary,no,19,no,no,cellular,25,may,136,1,-1,0,unknown,0
19698,43,management,married,tertiary,no,581,no,no,cellular,12,aug,613,4,-1,0,unknown,0
19699,48,management,divorced,tertiary,no,362,no,no,cellular,13,aug,529,2,-1,0,unknown,1
19700,26,student,single,secondary,no,1227,yes,no,cellular,18,may,604,1,336,1,other,0
19701,50,unemployed,married,primary,no,1358,no,no,telephone,21,oct,117,2,-1,0,unknown,0
19702,32,technician,married,secondary,no,0,yes,no,cellular,5,may,123,1,-1,0,unknown,0
19703,35,blue-collar,married,secondary,no,565,yes,no,cellular,12,may,134,3,175,3,failure,0
19704,42,management,married,tertiary,no,0,no,no,cellular,21,jul,93,1,-1,0,unknown,0
19705,45,technician,married,secondary,no,-90,no,yes,cellular,15,jul,112,4,-1,0,unknown,0
19706,41,technician,married,secondary,no,340,no,no,unknown,17,jun,605,3,-1,0,unknown,0
19707,29,blue-collar,married,primary,no,-9,yes,no,cellular,15,may,166,2,371,1,failure,0
19708,58,technician,married,secondary,no,1018,no,no,cellular,4,feb,124,2,-1,0,unknown,0
19709,49,services,married,secondary,no,568,yes,no,unknown,4,jun,364,2,-1,0,unknown,0
19710,32,management,married,tertiary,no,0,yes,no,cellular,4,feb,10,6,-1,0,unknown,0
19711,74,retired,married,primary,no,2887,no,no,cellular,2,feb,158,2,-1,0,unknown,0
19712,46,technician,married,secondary,no,547,no,no,cellular,6,aug,112,4,-1,0,unknown,0
19713,51,blue-collar,married,secondary,no,0,no,no,telephone,28,jul,39,2,-1,0,unknown,0
19714,37,blue-collar,single,secondary,no,787,yes,no,unknown,7,may,128,2,-1,0,unknown,0
19715,48,management,married,tertiary,no,-319,yes,yes,cellular,10,jul,120,1,-1,0,unknown,0
19716,49,technician,married,secondary,no,0,yes,no,cellular,14,jul,73,4,-1,0,unknown,0
19717,43,management,married,tertiary,no,0,yes,no,cellular,23,jul,97,8,-1,0,unknown,0
19718,47,blue-collar,married,primary,no,0,yes,no,cellular,31,aug,54,1,-1,0,unknown,0
19719,29,services,single,secondary,no,0,yes,no,unknown,6,may,211,3,-1,0,unknown,0
19720,34,services,married,secondary,no,1533,yes,no,cellular,5,may,127,1,-1,0,unknown,0
19721,50,management,married,tertiary,no,16,no,no,cellular,18,nov,110,5,-1,0,unknown,0
19722,35,admin.,single,secondary,no,0,no,no,cellular,11,jul,125,2,-1,0,unknown,0
19723,34,blue-collar,married,secondary,no,1015,no,no,cellular,16,apr,122,1,-1,0,unknown,0
19724,31,technician,married,tertiary,no,0,yes,no,cellular,5,may,297,1,167,1,failure,0
19725,53,technician,married,secondary,no,0,no,no,cellular,25,aug,108,4,-1,0,unknown,0
19726,59,retired,married,primary,no,612,no,yes,cellular,7,jul,133,3,-1,0,unknown,0
19727,35,technician,single,secondary,no,1826,yes,no,unknown,8,may,723,1,-1,0,unknown,0
19728,38,management,married,tertiary,no,3840,no,no,unknown,5,jun,781,1,-1,0,unknown,1
19729,32,services,single,secondary,no,643,yes,no,cellular,12,may,22,8,363,2,other,0
19730,29,admin.,single,secondary,no,386,no,no,cellular,3,feb,708,3,182,1,success,1
19731,33,admin.,married,secondary,no,-329,yes,no,telephone,20,apr,426,2,-1,0,unknown,0
19732,58,retired,divorced,tertiary,no,516,no,no,telephone,5,feb,5,5,8,7,other,0
19733,37,blue-collar,married,secondary,no,519,yes,no,cellular,12,may,8,6,350,5,failure,0
19734,37,management,married,unknown,no,2644,yes,no,unknown,16,may,712,1,-1,0,unknown,0
19735,34,management,married,tertiary,no,574,no,no,cellular,11,aug,141,4,-1,0,unknown,0
19736,39,blue-collar,single,secondary,no,4855,no,no,cellular,3,feb,235,2,-1,0,unknown,0
19737,34,management,divorced,tertiary,no,489,yes,no,cellular,12,aug,1139,3,-1,0,unknown,1
19738,25,student,single,secondary,no,154,no,no,cellular,23,sep,761,1,92,2,success,1
19739,30,management,single,tertiary,no,0,no,yes,cellular,31,jul,5,31,-1,0,unknown,0
19740,28,services,single,secondary,no,4471,yes,no,cellular,6,may,912,2,-1,0,unknown,1
19741,34,management,married,tertiary,no,0,yes,no,cellular,17,mar,113,2,-1,0,unknown,0
19742,38,blue-collar,married,secondary,no,-19,yes,no,cellular,11,may,70,4,-1,0,unknown,0
19743,50,management,married,tertiary,no,1434,yes,no,cellular,14,aug,109,2,-1,0,unknown,0
19744,53,admin.,married,secondary,no,-194,yes,yes,cellular,28,jul,56,3,-1,0,unknown,0
19745,55,blue-collar,single,secondary,no,-1335,yes,no,unknown,9,may,11,8,-1,0,unknown,0
19746,56,housemaid,married,primary,no,0,no,no,cellular,14,jul,112,4,-1,0,unknown,0
19747,40,admin.,married,tertiary,no,4708,no,no,cellular,26,may,224,1,-1,0,unknown,1
19748,32,self-employed,single,tertiary,no,846,no,no,cellular,4,feb,159,1,-1,0,unknown,0
19749,44,blue-collar,married,secondary,no,856,yes,no,unknown,7,may,200,2,-1,0,unknown,0
19750,38,services,married,secondary,no,-119,yes,no,unknown,20,may,136,1,-1,0,unknown,0
19751,51,management,divorced,tertiary,no,3083,no,no,cellular,18,aug,80,3,-1,0,unknown,0
19752,26,services,single,secondary,yes,-1,no,no,cellular,22,jul,203,8,-1,0,unknown,0
19753,49,management,single,tertiary,no,732,no,no,cellular,8,aug,110,2,-1,0,unknown,0
19754,54,blue-collar,single,secondary,no,13,no,no,telephone,31,jul,9,8,-1,0,unknown,0
19755,39,technician,single,secondary,no,17,no,no,unknown,11,jun,76,14,-1,0,unknown,0
19756,53,technician,married,tertiary,no,-1185,yes,no,unknown,16,jun,135,5,-1,0,unknown,0
19757,41,management,divorced,tertiary,no,1033,yes,no,unknown,18,jun,574,2,-1,0,unknown,0
19758,37,management,married,tertiary,no,1163,yes,no,cellular,18,nov,106,2,-1,0,unknown,0
19759,31,management,single,tertiary,no,714,yes,no,unknown,30,may,563,3,-1,0,unknown,0
19760,49,management,married,tertiary,no,-214,yes,no,unknown,26,may,95,1,-1,0,unknown,0
19761,32,technician,single,secondary,no,489,no,no,cellular,20,aug,99,3,-1,0,unknown,0
19762,34,entrepreneur,divorced,tertiary,no,36,yes,no,unknown,8,jun,1085,1,-1,0,unknown,0
19763,48,blue-collar,married,secondary,no,522,yes,no,cellular,17,apr,184,1,-1,0,unknown,0
19764,30,management,single,tertiary,no,623,yes,no,unknown,9,may,179,2,-1,0,unknown,0
19765,27,self-employed,single,tertiary,no,2363,yes,no,cellular,18,may,463,2,-1,0,unknown,0
19766,31,management,married,tertiary,no,864,yes,no,cellular,14,may,123,2,-1,0,unknown,0
19767,28,blue-collar,married,secondary,yes,-1085,yes,no,unknown,27,may,160,4,-1,0,unknown,0
19768,33,services,married,secondary,no,1993,yes,no,cellular,20,apr,462,3,-1,0,unknown,0
19769,30,management,single,tertiary,no,546,no,yes,cellular,25,aug,119,4,-1,0,unknown,0
19770,32,services,single,secondary,no,-16,yes,no,cellular,20,apr,114,1,-1,0,unknown,0
19771,31,blue-collar,married,secondary,no,-185,yes,yes,unknown,28,may,172,1,-1,0,unknown,0
19772,50,management,married,tertiary,no,20,no,no,cellular,22,aug,98,5,-1,0,unknown,0
19773,49,management,married,tertiary,no,4795,yes,no,cellular,18,jul,95,2,-1,0,unknown,0
19774,41,blue-collar,married,unknown,no,565,yes,no,cellular,11,may,91,2,-1,0,unknown,0
19775,53,technician,married,secondary,no,781,no,yes,cellular,5,aug,104,1,-1,0,unknown,0
19776,32,self-employed,married,tertiary,no,0,no,no,cellular,31,jul,55,2,-1,0,unknown,0
19777,59,housemaid,divorced,primary,no,2391,no,no,unknown,11,jun,136,1,-1,0,unknown,0
19778,31,technician,single,secondary,no,1451,yes,no,cellular,12,aug,736,2,-1,0,unknown,1
19779,26,admin.,single,secondary,no,0,no,no,cellular,9,feb,110,2,-1,0,unknown,0
19780,39,blue-collar,single,tertiary,no,24,no,no,cellular,30,jan,86,1,-1,0,unknown,0
19781,49,technician,married,secondary,no,5473,no,no,telephone,12,nov,180,1,93,1,success,1
19782,44,housemaid,married,primary,no,381,no,yes,cellular,18,jul,953,5,-1,0,unknown,0
19783,26,student,single,secondary,no,889,no,no,cellular,12,aug,144,3,105,2,success,0
19784,39,blue-collar,married,primary,no,-100,yes,no,unknown,23,may,369,2,-1,0,unknown,0
19785,32,management,married,tertiary,no,473,no,no,cellular,28,jan,124,1,-1,0,unknown,0
19786,32,unemployed,married,secondary,no,18,yes,no,cellular,5,may,10,8,-1,0,unknown,0
19787,50,self-employed,married,primary,no,0,yes,no,cellular,20,nov,88,1,-1,0,unknown,0
19788,32,management,single,tertiary,no,30,yes,no,cellular,22,aug,746,6,-1,0,unknown,0
19789,39,blue-collar,divorced,secondary,no,-294,yes,no,cellular,18,may,11,8,-1,0,unknown,0
19790,56,management,married,tertiary,no,1802,no,no,cellular,26,aug,121,3,-1,0,unknown,0
19791,41,management,married,tertiary,no,60,no,no,cellular,31,jul,551,2,-1,0,unknown,0
19792,32,blue-collar,married,primary,no,2490,yes,no,cellular,18,may,170,1,180,1,failure,0
19793,33,entrepreneur,married,secondary,no,-104,yes,yes,cellular,10,jul,290,1,-1,0,unknown,0
19794,41,management,married,tertiary,no,0,no,yes,cellular,19,aug,98,1,-1,0,unknown,0
19795,53,management,married,tertiary,no,-22,yes,no,cellular,18,nov,82,1,-1,0,unknown,0
19796,30,blue-collar,married,primary,no,1238,yes,no,unknown,3,jun,171,12,-1,0,unknown,0
19797,59,blue-collar,married,primary,no,1021,no,no,unknown,6,jun,92,1,-1,0,unknown,0
19798,32,management,married,tertiary,no,4761,yes,no,cellular,8,may,83,2,-1,0,unknown,0
19799,30,management,single,tertiary,no,-7,yes,no,cellular,14,jul,156,3,-1,0,unknown,0
19800,60,retired,married,secondary,no,746,no,no,cellular,30,jul,577,2,-1,0,unknown,0
19801,52,admin.,married,secondary,no,3738,no,no,cellular,20,nov,965,5,-1,0,unknown,1
19802,51,management,divorced,tertiary,no,0,yes,no,unknown,5,may,84,1,-1,0,unknown,0
19803,59,entrepreneur,married,primary,no,638,no,no,cellular,30,jul,114,6,-1,0,unknown,0
19804,44,management,single,tertiary,no,0,yes,yes,cellular,21,nov,9,2,-1,0,unknown,0
19805,45,technician,married,secondary,no,473,yes,no,unknown,6,may,434,5,-1,0,unknown,0
19806,32,services,married,secondary,no,10,no,no,cellular,29,jan,330,2,-1,0,unknown,0
19807,31,services,married,secondary,no,0,yes,no,cellular,31,jul,67,2,-1,0,unknown,0
19808,51,technician,married,secondary,no,-255,no,yes,cellular,6,aug,165,2,-1,0,unknown,0
19809,42,services,single,secondary,no,-219,yes,no,unknown,6,may,185,1,-1,0,unknown,0
19810,34,management,single,tertiary,no,597,yes,no,unknown,6,may,150,2,-1,0,unknown,0
19811,57,management,married,tertiary,no,1449,no,no,cellular,16,nov,68,1,181,4,failure,0
19812,46,services,married,secondary,no,0,yes,no,unknown,6,may,162,2,-1,0,unknown,0
19813,47,blue-collar,married,secondary,no,-522,yes,no,cellular,31,jul,61,2,-1,0,unknown,0
19814,49,management,divorced,tertiary,no,905,yes,no,unknown,14,may,643,2,-1,0,unknown,0
19815,44,unemployed,married,secondary,no,16,no,no,cellular,20,aug,67,1,-1,0,unknown,0
19816,37,management,single,tertiary,no,3466,no,no,cellular,30,apr,231,2,-1,0,unknown,1
19817,55,blue-collar,married,primary,no,0,no,no,unknown,9,jun,134,2,-1,0,unknown,0
19818,26,student,single,tertiary,no,656,no,no,cellular,2,feb,230,1,-1,0,unknown,0
19819,49,management,married,secondary,yes,0,yes,no,cellular,17,nov,127,1,-1,0,unknown,0
19820,57,housemaid,married,tertiary,no,913,no,yes,unknown,20,jun,893,11,-1,0,unknown,0
19821,30,blue-collar,married,primary,no,0,yes,no,cellular,17,apr,201,1,-1,0,unknown,0
19822,40,management,single,tertiary,no,0,yes,no,telephone,14,may,20,10,-1,0,unknown,0
19823,30,admin.,married,secondary,no,48,yes,no,cellular,20,apr,76,4,-1,0,unknown,0
19824,67,retired,married,tertiary,no,1536,no,no,cellular,15,jun,549,2,92,2,success,1
19825,32,management,single,tertiary,no,2360,yes,no,cellular,18,nov,114,2,-1,0,unknown,0
19826,31,technician,married,tertiary,no,10,yes,no,unknown,8,may,162,1,-1,0,unknown,0
19827,43,blue-collar,married,primary,no,1143,yes,no,cellular,13,may,143,2,357,3,failure,0
19828,34,admin.,married,tertiary,no,2576,yes,no,cellular,13,may,147,1,-1,0,unknown,0
19829,57,entrepreneur,single,tertiary,no,3079,no,no,unknown,6,jun,114,1,-1,0,unknown,0
19830,37,technician,single,unknown,no,1833,yes,no,unknown,5,may,323,3,-1,0,unknown,0
19831,55,technician,married,tertiary,no,1044,yes,no,unknown,5,may,257,1,-1,0,unknown,0
19832,46,technician,divorced,secondary,no,779,no,no,cellular,25,may,80,1,-1,0,unknown,0
19833,54,blue-collar,married,secondary,no,1410,yes,no,unknown,5,may,775,1,-1,0,unknown,0
19834,47,technician,married,secondary,no,0,no,no,unknown,5,jun,39,1,-1,0,unknown,0
19835,42,housemaid,married,primary,no,-972,yes,yes,unknown,16,may,146,3,-1,0,unknown,0
19836,57,management,married,tertiary,no,1265,no,no,cellular,5,aug,523,2,-1,0,unknown,0
19837,38,blue-collar,married,secondary,no,4289,yes,no,unknown,16,jun,522,2,-1,0,unknown,0
19838,33,entrepreneur,single,tertiary,no,964,yes,no,unknown,8,may,97,3,-1,0,unknown,0
19839,47,management,married,tertiary,no,1720,no,no,cellular,12,aug,91,2,-1,0,unknown,0
19840,50,blue-collar,married,primary,no,1066,yes,no,cellular,18,nov,121,1,-1,0,unknown,0
19841,32,admin.,married,secondary,no,105,no,no,cellular,19,nov,85,1,-1,0,unknown,0
19842,48,management,married,tertiary,no,589,no,no,cellular,29,jan,535,1,-1,0,unknown,0
19843,32,admin.,divorced,secondary,no,0,yes,no,cellular,18,nov,199,2,-1,0,unknown,0
19844,50,blue-collar,married,secondary,yes,-535,yes,yes,unknown,12,may,114,2,-1,0,unknown,0
19845,36,blue-collar,married,secondary,no,406,yes,no,unknown,12,may,826,1,-1,0,unknown,0
19846,54,blue-collar,divorced,primary,no,551,yes,no,unknown,29,may,431,2,-1,0,unknown,0
19847,37,entrepreneur,married,tertiary,no,14,yes,no,cellular,31,jul,72,2,-1,0,unknown,0
19848,29,technician,married,secondary,no,-267,yes,yes,cellular,17,jul,431,1,-1,0,unknown,0
19849,52,blue-collar,married,primary,no,14,yes,no,cellular,18,jul,123,1,-1,0,unknown,0
19850,52,management,married,tertiary,no,7,no,no,cellular,19,aug,97,1,-1,0,unknown,0
19851,24,admin.,single,secondary,no,442,no,no,cellular,15,may,185,3,-1,0,unknown,0
19852,31,technician,married,tertiary,no,2543,no,no,cellular,12,aug,159,2,104,2,failure,1
19853,55,management,married,tertiary,no,1240,no,yes,cellular,7,jul,48,3,-1,0,unknown,0
19854,46,admin.,married,secondary,no,801,no,no,cellular,19,aug,106,2,-1,0,unknown,0
19855,54,technician,divorced,secondary,no,805,yes,no,cellular,13,may,638,1,-1,0,unknown,1
19856,34,admin.,single,secondary,no,1362,yes,no,cellular,18,jul,6,1,-1,0,unknown,0
19857,62,retired,divorced,primary,no,11,no,no,telephone,17,nov,91,1,-1,0,unknown,0
19858,31,admin.,married,secondary,no,1210,yes,no,cellular,14,jul,603,3,-1,0,unknown,0
19859,60,blue-collar,married,secondary,no,19850,yes,no,unknown,9,jun,135,3,-1,0,unknown,0
19860,46,blue-collar,married,secondary,no,725,yes,no,cellular,20,apr,633,2,150,2,other,0
19861,36,admin.,divorced,secondary,no,0,no,no,cellular,9,jul,114,1,-1,0,unknown,0
19862,60,retired,married,primary,no,0,no,no,unknown,20,jun,49,1,-1,0,unknown,0
19863,47,blue-collar,married,primary,no,3814,no,no,unknown,18,nov,88,1,-1,0,unknown,0
19864,32,technician,single,secondary,no,2700,yes,no,unknown,20,may,446,1,-1,0,unknown,0
19865,42,blue-collar,married,secondary,no,543,yes,no,unknown,7,may,139,2,-1,0,unknown,0
19866,55,management,married,tertiary,no,2944,no,no,cellular,18,aug,96,6,-1,0,unknown,0
19867,38,technician,married,secondary,no,-634,yes,yes,cellular,12,may,7,1,-1,0,unknown,0
19868,33,services,married,secondary,no,0,yes,no,unknown,14,may,240,1,-1,0,unknown,0
19869,35,technician,single,tertiary,no,623,yes,no,unknown,5,may,136,5,-1,0,unknown,0
19870,47,management,married,tertiary,no,15161,no,no,cellular,3,nov,226,2,-1,0,unknown,1
19871,52,technician,married,secondary,no,1218,no,no,cellular,28,jan,138,2,-1,0,unknown,0
19872,38,technician,single,tertiary,no,964,no,no,cellular,29,aug,122,2,-1,0,unknown,0
19873,32,technician,single,secondary,no,712,no,no,cellular,8,aug,102,2,-1,0,unknown,0
19874,33,blue-collar,divorced,secondary,no,913,yes,no,cellular,17,apr,738,2,-1,0,unknown,0
19875,50,technician,married,primary,no,0,no,no,unknown,5,jun,6,1,-1,0,unknown,0
19876,62,retired,married,secondary,no,865,no,no,cellular,5,aug,587,1,-1,0,unknown,0
19877,52,unemployed,married,primary,no,0,yes,no,unknown,4,jun,163,6,-1,0,unknown,0
19878,31,technician,married,tertiary,no,3285,yes,no,cellular,6,feb,97,5,-1,0,unknown,0
19879,46,self-employed,married,secondary,no,0,no,no,cellular,26,aug,120,6,-1,0,unknown,0
19880,34,management,single,tertiary,no,30,no,no,cellular,21,nov,90,4,-1,0,unknown,0
19881,30,management,single,tertiary,no,1071,no,no,cellular,2,mar,1046,3,-1,0,unknown,1
19882,40,services,married,primary,no,746,yes,yes,unknown,26,may,63,5,-1,0,unknown,0
19883,31,services,married,secondary,no,0,yes,no,cellular,25,jul,91,3,-1,0,unknown,0
19884,41,technician,married,secondary,no,507,no,no,cellular,6,aug,439,2,-1,0,unknown,1
19885,40,services,divorced,secondary,no,1254,no,no,telephone,17,nov,48,1,-1,0,unknown,0
19886,35,technician,married,secondary,no,989,no,no,cellular,28,aug,6,5,-1,0,unknown,0
19887,41,technician,married,secondary,no,598,yes,no,cellular,17,apr,73,1,-1,0,unknown,0
19888,31,management,single,tertiary,no,2325,no,no,cellular,30,apr,837,1,-1,0,unknown,1
19889,37,blue-collar,married,secondary,no,1480,yes,no,unknown,21,may,121,1,-1,0,unknown,0
19890,34,blue-collar,married,secondary,no,320,yes,no,unknown,26,may,565,3,-1,0,unknown,0
19891,60,retired,married,secondary,no,316,no,no,unknown,9,jun,813,1,-1,0,unknown,0
19892,35,management,married,tertiary,no,937,yes,no,cellular,17,apr,459,3,-1,0,unknown,0
19893,49,admin.,divorced,secondary,no,5122,no,yes,cellular,14,jul,951,2,-1,0,unknown,1
19894,65,retired,married,secondary,no,2179,no,no,cellular,2,feb,92,1,-1,0,unknown,0
19895,37,technician,married,secondary,no,882,yes,no,cellular,14,jul,101,3,-1,0,unknown,0
19896,40,technician,married,unknown,no,-1136,yes,yes,unknown,25,jun,155,1,-1,0,unknown,0
19897,46,blue-collar,married,secondary,no,18,no,no,cellular,29,aug,108,2,-1,0,unknown,0
19898,48,blue-collar,married,secondary,no,718,no,no,cellular,19,aug,119,2,-1,0,unknown,0
19899,27,housemaid,married,primary,no,126,yes,no,cellular,18,jul,476,2,-1,0,unknown,1
19900,28,blue-collar,married,secondary,no,1356,yes,no,cellular,4,may,72,3,-1,0,unknown,0
19901,29,technician,married,secondary,no,-68,yes,no,cellular,23,jul,101,4,-1,0,unknown,0
19902,29,technician,single,unknown,no,672,no,no,cellular,20,oct,159,1,-1,0,unknown,0
19903,26,technician,single,secondary,no,115,no,no,cellular,29,jan,121,2,-1,0,unknown,0
19904,34,admin.,married,secondary,no,2054,yes,no,unknown,21,may,488,1,-1,0,unknown,0
19905,32,blue-collar,married,primary,no,-100,yes,no,unknown,9,may,182,1,-1,0,unknown,0
19906,30,technician,single,secondary,no,798,yes,no,cellular,14,may,121,2,-1,0,unknown,0
19907,32,blue-collar,married,secondary,no,8304,no,no,cellular,12,apr,567,1,182,1,success,1
19908,55,technician,married,secondary,no,473,no,no,cellular,6,aug,83,2,-1,0,unknown,0
19909,41,blue-collar,married,secondary,no,-11,yes,no,cellular,13,may,217,1,-1,0,unknown,0
19910,32,admin.,single,secondary,no,0,yes,yes,cellular,9,jul,135,1,-1,0,unknown,0
19911,30,management,single,tertiary,no,416,no,no,cellular,14,aug,643,4,-1,0,unknown,1
19912,46,blue-collar,married,secondary,no,4597,yes,no,unknown,15,may,294,2,-1,0,unknown,0
19913,35,admin.,divorced,unknown,no,17,no,no,unknown,6,jun,605,9,-1,0,unknown,0
19914,24,services,single,secondary,no,4500,yes,no,cellular,9,feb,824,2,259,1,failure,1
19915,40,housemaid,married,primary,no,3283,no,no,unknown,12,jun,112,1,-1,0,unknown,0
19916,48,management,married,tertiary,no,0,no,no,cellular,22,aug,86,2,-1,0,unknown,0
19917,52,admin.,married,secondary,no,437,yes,no,cellular,14,may,43,7,175,2,failure,0
19918,45,technician,divorced,secondary,no,130,yes,no,cellular,30,apr,99,1,-1,0,unknown,0
19919,44,management,married,tertiary,no,12061,yes,no,cellular,4,feb,121,2,273,1,failure,0
19920,33,management,single,tertiary,no,112,yes,no,unknown,7,may,81,2,-1,0,unknown,0
19921,41,admin.,married,secondary,no,1007,yes,no,cellular,29,jul,81,2,-1,0,unknown,0
19922,32,student,single,tertiary,no,810,yes,no,cellular,4,aug,131,1,-1,0,unknown,0
19923,57,housemaid,married,primary,no,785,no,no,unknown,16,jun,97,1,-1,0,unknown,0
19924,24,admin.,single,secondary,no,1724,no,no,cellular,18,may,447,1,-1,0,unknown,0
